,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,5193.67,11803.2621,6355.6027,18182.4670,12785.6065,5396.8605,23.6022,0,2024-12-18 20:01:54+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,161.16,366.2562,197.2149,564.2034,0,564.2034,0.7324,0,2024-12-19 01:40:15+00:00
0xa8cbbffe0d62797afaf7af0a23810bd5ba39a4dd000200000000000000000f04,polygon,ECLP-GYD-AUSDT,6.96,15.8175,8.5171,0,0,0,-24.3346,0,2024-12-19 09:41:51+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,206639.60,149526.6996,80514.3767,230591.9101,157838.6712,72753.2389,550.8337,0,2024-12-18 07:14:59+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,48220.27,34892.7206,18788.3880,53809.6481,37269.6103,16540.0377,128.5395,0,2024-12-19 13:31:47+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,27239.70,19710.9481,10613.5875,30397.1478,21301.8140,9095.3338,72.6122,0,2024-12-19 02:00:59+00:00
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,16375.51,11849.5001,6380.5001,18273.6519,13033.3457,5240.3062,43.6517,0,2024-12-18 22:54:23+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,12856.47,9303.0839,5009.3528,14346.7079,0,14346.7077,34.2712,0,2024-12-18 10:52:11+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,7867.31,5692.8725,3065.3929,8779.2372,6557.9639,2221.2733,20.9718,0,2024-12-19 12:48:59+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,7803.66,5646.8147,3040.5925,8708.2092,6509.5212,2198.6877,20.8020,0,2024-12-17 07:04:35+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,7622.90,5516.0147,2970.1618,8506.4965,6371.9494,2134.5472,20.3200,0,2024-12-17 07:34:35+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,7567.31,5475.7892,2948.5019,8444.4630,6329.6413,2114.8218,20.1719,0,2024-12-19 03:10:11+00:00
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,5763.25,4170.3514,2245.5738,6431.2883,4956.6154,1474.6728,15.3630,0,2024-12-18 07:23:35+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,5642.53,4082.9971,2198.5369,6296.5751,4864.7384,1431.8368,15.0411,0,2024-12-14 22:53:47+00:00
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,3680.55,2663.2867,1434.0774,4107.1752,3371.5235,735.6517,9.8111,0,2024-12-14 21:41:11+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,3239.28,2343.9788,1262.1424,3614.7562,3035.6839,579.0723,8.6349,0,2024-12-19 08:45:11+00:00
0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a,mainnet,sDAI/3Pool,1804.71,1305.9081,703.1813,2013.9002,2013.9000,0,4.8108,0,2024-12-10 16:50:47+00:00
