chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
arbitrum,3184.1690,3186.7882,0.0000,0.0000,0.0000,0.0000,17.50,82.50,0.00
avalanche,6232.4902,896.3591,5336.1311,933.8229,4402.3082,0.0000,17.50,82.50,0.00
base,16960.3933,3622.6092,12120.1703,2121.0298,9999.1405,0.0000,17.50,82.50,0.00
gnosis,3960.7810,466.4909,3494.2901,611.5008,2882.7893,0.0000,17.50,82.50,0.00
mainnet,20128.2174,17923.8484,1734.3620,303.5134,1430.8487,0.0000,17.50,82.50,0.00
optimism,681.8251,307.1730,374.6521,32.7821,154.5440,187.3260,17.50,82.50,50.00
plasma,10358.1534,0,10358.1534,1812.6769,8545.4766,0.0000,17.50,82.50,0.00
