chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
arbitrum,3550.0015,2513.5993,1036.4022,181.3704,855.0318,0.0000,17.50,82.50,0.00
polygon,7210.1167,0,7210.1167,1261.7704,5948.3463,0.0000,17.50,82.50,0.00
optimism,283.7890,93.2126,190.5764,16.6754,78.6127,95.2882,17.50,82.50,50.00
gnosis,370.0858,110.3128,259.7729,45.4603,214.3127,0.0000,17.50,82.50,0.00
mainnet,17947.1977,803.0243,340.6580,59.6152,281.0429,0.0000,17.50,82.50,0.00
