pool_id,chain,partner,amount,target,pool_type
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Lido,42.92328980143074262958478325,0x87D93d9B2C672bf9c9642d853a8682546a5012B5,core
