target,amount,is_alliance,voting_pool_override,platform
0x9b237fA1958E3022464343137738926d38815801,401.0018,False,,
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,4439.8123,False,,
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,1013.9390,False,,
0x62A66eB9aBf7a788F48D0ce7C0C065df9e09dA19,685.9176,False,,
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,627.8821,True,aura,
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,5028.2653,False,,
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,737.1861,False,,
0x16b0056636Fcc85f92C49cD49a24bc519d4A1941,4559.005628613502565843645756,,,payment
0xea06e1b4259730724885a39CE3ca670eFB020E26,89.76362098712700485468668362,,,beets
