chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
optimism,203.9908,27.9585,148.0739,12.9565,61.0805,74.0370,17.50,82.50,50.00
arbitrum,7813.0374,6915.4486,802.7360,140.4788,662.2572,0.0000,17.50,82.50,0.00
base,2212.6939,1448.4843,664.8045,116.3408,548.4637,0.0000,17.50,82.50,0.00
mainnet,15768.9348,10394.7080,4166.8720,729.2026,3437.6694,0.0000,17.50,82.50,0.00
