target,platform,amount,bribe_platform
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,balancer,0.0000,hh
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,aura,782.0050,hh
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,balancer,1457.7800,hh
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,aura,2801.2535,hh
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,balancer,580.4820,hh
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,aura,1115.4475,hh
0x4eB7C7fD67B9b2C24d9fF1601ccDa5A01bD40c7f,balancer,279.6671,hh
0x4eB7C7fD67B9b2C24d9fF1601ccDa5A01bD40c7f,aura,537.4052,hh
0x9b237fA1958E3022464343137738926d38815801,balancer,268.9318,hh
0x9b237fA1958E3022464343137738926d38815801,aura,516.7762,hh
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,balancer,483.8873,hh
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,aura,929.8324,hh
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,balancer,526.6712,hh
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,aura,1012.0454,hh
0x16b0056636Fcc85f92C49cD49a24bc519d4A1941,payment,4851.933137063596201346190796,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,102.9675933160602993711477279,
