pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,fees_to_beets,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0x870c0af8a1af0b58b4b0bd31ce4fe72864ae45be,optimism,Balancer rETH-Aave wETH,0.0000,216.6514,115.8594,38.0164,27.1545,0.0000,0.0000,0.0000,-126.7212,0,0,False
0x49e75c0df48ad09a0e20e8bbded07ee60dd8bc03,optimism,ss-sfrxETH-rETH-wstETH,0.0000,9.0797,4.8556,1.5932,1.1380,0.0000,0.0000,0.0000,-5.3108,0,0,False
0x85b2b559bc2d21104c4defdd6efca8a20343361d,mainnet,Aave GHO/USDT/USDC,0.0000,5193.3161,649.1645,908.8303,0.0000,4259.0334,2801.2535,1457.7800,623.7122,0,0,False
0x9ed5175aecb6653c1bdaa19793c16fd74fbeeb37,mainnet,Surge tETH-Lido wstETH,0.0000,2067.9570,258.4946,361.8925,0.0000,1695.9295,1115.4475,580.4820,248.3596,0,0,False
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Surge Fluid wstETH-wETH,0.0000,1212.2247,151.5281,212.1393,0.0000,782.0050,782.0050,0.0000,145.5870,0,0,True
0xe2332649955c7c98389480ab46dd4cb6755ac703,mainnet,75SDEX25AaveLidoETH,0.0000,996.3094,124.5387,174.3541,0.0000,817.0723,537.4052,279.6671,119.6558,0,0,False
0x1ea5870f7c037930ce1d5d8d9317c670e89e13e3,mainnet,rETH-waEthWETH,0.0000,548.1184,68.5148,95.9207,0.0000,0.0000,0.0000,0.0000,-383.6829,0,0,False
0xc4ce391d82d164c166df9c8336ddf84206b2f812,mainnet,Aave Lido wETH-wstETH,0.0000,293.7867,36.7233,51.4127,0.0000,0.0000,0.0000,0.0000,-205.6507,0,0,False
0x2b261c98a81cfda61bee7bfcf941a3d336be7957,mainnet,Surge slpETH-gtWETHe,0.0000,277.9609,34.7451,48.6432,0.0000,0.0000,0.0000,0.0000,-194.5727,0,0,False
0xdaba3d8ccf79ef289a7e2dbce51871b39ea445a2,mainnet,80TREE-20AavePrimeWETH,0.0000,166.8656,20.8582,29.2015,0.0000,0.0000,0.0000,0.0000,-116.8060,0,0,False
0x114907c2a07978c38ebb9f9f6a5261a846b79521,mainnet,aUSDC-USP,0.0000,129.7333,16.2167,22.7033,0.0000,0.0000,0.0000,0.0000,-90.8133,0,0,False
0x57c23c58b1d8c3292c15becf07c62c5c52457a42,mainnet,osETH-waWETH,0.0000,127.6191,15.9524,22.3333,0.0000,0.0000,0.0000,0.0000,-89.3334,0,0,False
0x6c5972311191097d002e804a9bf97c96c54059ed,mainnet,Surge USDf-aGHO,0.0000,53.5169,6.6896,9.3655,0.0000,0.0000,0.0000,0.0000,-37.4618,0,0,False
0x071828acc755314e687448703775f22194f56867,mainnet,Surge siUSD-sUSDe,0.0000,27.1341,3.3918,4.7485,0.0000,0.0000,0.0000,0.0000,-18.9939,0,0,False
0x2f0508c56cfc35499f79f818dfc34113fe7f6d50,mainnet,Surge slpUSD-aUSDC,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,False
0x6e6bb18449fcf15b79efa2cfa70acf7593088029,gnosis,waWstETH-waWETH,0.0000,407.5161,286.2800,121.2360,0.0000,0.0000,0.0000,0.0000,-285.2613,0,0,False
0x7ab124ec4029316c2a42f713828ddf2a192b36db,base,Aave USDC-Aave GHO,0.0000,1522.3312,190.2914,266.4080,0.0000,1538.7165,1012.0454,526.6712,473.0847,0,0,False
