chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
avalanche,1197.8985,103.9262,1093.9723,191.4452,902.5272,0.0000,17.50,82.50,0.00
optimism,369.6474,225.7311,0.0000,0.0000,0.0000,0.0000,17.50,82.50,50.00
mainnet,13510.6985,11094.5422,2410.5983,421.8547,1988.7436,0.0000,17.50,82.50,0.00
arbitrum,3637.0126,3142.0397,301.4852,52.7599,248.7253,0.0000,17.50,82.50,0.00
gnosis,1312.2942,407.5161,904.7782,158.3362,746.4420,0.0000,17.50,82.50,0.00
plasma,3439.6412,0,3439.6412,601.9372,2837.7040,0.0000,17.50,82.50,0.00
base,3915.1050,2198.1665,1329.5630,232.6735,1096.8895,0.0000,17.50,82.50,0.00
