target,platform,amount
0xcD4722B7c24C29e0413BDCd9e51404B4539D14aE,balancer,60852.78
0xcD4722B7c24C29e0413BDCd9e51404B4539D14aE,aura,19853.82
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,28186.63
0x79eF6103A513951a3b25743DB509E267685726B7,aura,9196.17
0x81C452E84B103555C2Dd2DEc0bFABC0c4d6B3065,balancer,0.00
0x81C452E84B103555C2Dd2DEc0bFABC0c4d6B3065,aura,0.00
0x01A9502C11f411b494c62746D37e89d6f7078657,balancer,9743.87
0x01A9502C11f411b494c62746D37e89d6f7078657,aura,1617.23
0x21D8dB8a46393FEdE4e91eAfBc0cCf092faCb469,balancer,0.00
0x21D8dB8a46393FEdE4e91eAfBc0cCf092faCb469,aura,0.00
0x88D07558470484c03d3bb44c3ECc36CAfCF43253,balancer,2945.59
0x88D07558470484c03d3bb44c3ECc36CAfCF43253,aura,961.03
0xA5A0B6598B90d214eAf4d7a6b72d5a89C3b9A72c,balancer,5867.74
0xA5A0B6598B90d214eAf4d7a6b72d5a89C3b9A72c,aura,1914.41
0x21a3De9292569F599e4cf83c741862705bf4f108,balancer,606.40
0x21a3De9292569F599e4cf83c741862705bf4f108,aura,0.00
0x359EA8618c405023Fc4B98dAb1B01F373792a126,balancer,4393.83
0x359EA8618c405023Fc4B98dAb1B01F373792a126,aura,1433.53
0x519cCe718FCD11AC09194CFf4517F12D263BE067,balancer,16541.78
0x519cCe718FCD11AC09194CFf4517F12D263BE067,aura,5396.92
