recipientGaugeAddr,poolAddress,symbol,distribution,pctDistribution,pctToAura,distroToAura,distroToBalancer,voteWeightNoBoost,staticBoost,dynamicBoost,boost,voteWeight,cap,fixedIncentive
0x06eaf7bAabEac962301eE21296e711B3052F2c0d,0xc2598280bFeA1Fe18dFcaBD21C7165c40c6859d3,wstETH/sfrxETH,12930.312680025683,12.930312680025683,0,0.0,12930.312680025683,1.343258815239993,1.5,1.0,1.5,2.014888222859989,20%,0
0xdB66fFFf713B1FA758E348e69E2f2e24595111cF,0xCDCef9765D369954a4A936064535710f7235110A,ECLP-weETH-wstETH,8357.211099320644,8.357211099320644,0,0.0,8357.211099320644,0.5716219951533236,1.5,1.7782132441443639,2.278213244144364,1.302276800002527,20%,0
0x96d7C70c80518Ee189CB6ba672FbD22E4fDD9c19,0x7967FA58B9501600D96bD843173b9334983EE6E6,ECLP-wstETH-WETH,8352.94659183683,8.35294659183683,0,0.0,8352.94659183683,0.6508061378929114,2.0,1.0,2.0,1.3016122757858228,20%,0
0x050fBe33699E56B577c3D6f090eCE9870A0966bd,0x2CE4457aCac29dA4736aE6f5Cd9F583a6b335c27,sFRAX/4POOL,8250.415253726624,8.250415253726624,0,0.0,8250.415253726624,1.2856351535967003,1.0,1.0,1.0,1.2856351535967003,20%,0
0x5a0e92a55800BB5bFd5ec6C7340BfdE7f0947c3E,0x2d6CeD12420a9AF5a83765a8c48Be2aFcD1A8FEb,cbETH/rETH/wstETH,6610.38897748043,6.61038897748043,0,0.0,6610.38897748043,0.2943072105910335,1.5,3.0,3.5,1.0300752370686173,20%,0
0xdDbDca6213b4a03d8C6fC1419Ef7B0b16B61d363,0x69D9BC07A19CAAD9aE4ca40Af18d5A688839a299,ECLP-gUSDC-AUSDC,5052.645860963055,5.052645860963055,0,0.0,5052.645860963055,0.4499069917096327,1.75,1.0,1.75,0.7873372354918573,20%,0
0x7C4A6B0c16cA99e65822Cc531403cE2f8A20A912,0xB61371Ab661B1ACec81C699854D2f911070C059E,ezETH/wstETH,4655.726303573579,4.655726303573578,0,0.0,4655.726303573579,0.48365770831517846,1.5,1.0,1.5,0.7254865624727677,20%,0
0x260cbb867359a1084eC97de4157d06ca74e89415,0x9791d590788598535278552EEcD4b211bFc790CB,wstETH-WETH-BPT,4367.670831752321,4.367670831752321,0,0.0,4367.670831752321,0.22686660763745128,1.0,3.0,3.0,0.6805998229123539,20%,0
0x8ba2D53F34159C5C5e7add60B56C7dE3BBc1DA68,0xd0EC47c54cA5e20aaAe4616c25C825c7f48D4069,rETH/wETH BPT,4200.1116423857375,4.200111642385738,0,0.0,4200.1116423857375,0.6544896239062441,1.0,1.0,1.0,0.6544896239062441,20%,0
0xd9647eb5D6457bd7Adb39B335ab89eC3a1Ea6d09,0x7272163A931DaC5BBe1CB5feFaF959BB65F7346F,ECLP-GYD-AUSDT,4184.198786968082,4.184198786968082,0,0.0,4184.198786968082,0.3725771290452348,1.75,1.0,1.75,0.652009975829161,20%,0
