recipientGaugeAddr,poolAddress,symbol,distribution,pctDistribution,pctToAura,distroToAura,distroToBalancer,voteWeightNoBoost,staticBoost,dynamicBoost,boost,voteWeight,cap,fixedIncentive
0x06eaf7bAabEac962301eE21296e711B3052F2c0d,0xc2598280bFeA1Fe18dFcaBD21C7165c40c6859d3,wstETH/sfrxETH,13253.073596275159,13.253073596275158,0,0.0,13253.073596275159,1.134324906995878,1.5,1.0,1.5,1.7014873604938172,20%,0
0xdB66fFFf713B1FA758E348e69E2f2e24595111cF,0xCDCef9765D369954a4A936064535710f7235110A,ECLP-weETH-wstETH,11571.830400032684,11.571830400032685,0,0.0,11571.830400032684,0.5671624534979389,1.5,2.1194294438880217,2.6194294438880217,1.4856420301602722,20%,0
0x96d7C70c80518Ee189CB6ba672FbD22E4fDD9c19,0x7967FA58B9501600D96bD843173b9334983EE6E6,ECLP-wstETH-WETH,7730.959597827168,7.730959597827168,0,0.0,7730.959597827168,0.4962671468106962,2.0,1.0,2.0,0.9925342936213924,20%,0
0x050fBe33699E56B577c3D6f090eCE9870A0966bd,0x2CE4457aCac29dA4736aE6f5Cd9F583a6b335c27,sFRAX/4POOL,7167.565537984007,7.167565537984006,0,0.0,7167.565537984007,0.9202033082966102,1.0,1.0,1.0,0.9202033082966102,20%,0
0x5a0e92a55800BB5bFd5ec6C7340BfdE7f0947c3E,0x2d6CeD12420a9AF5a83765a8c48Be2aFcD1A8FEb,cbETH/rETH/wstETH,6324.852691756339,6.324852691756338,0,0.0,6324.852691756339,0.23200347416624548,1.5,3.0,3.5,0.8120121595818591,20%,0
0x260cbb867359a1084eC97de4157d06ca74e89415,0x9791d590788598535278552EEcD4b211bFc790CB,wstETH-WETH-BPT,6292.463649916332,6.292463649916331,0,0.0,6292.463649916332,0.2692846377338602,1.0,3.0,3.0,0.8078539132015805,20%,0
0x4b8858a8E42f406B4dC2eCB8D48B5cf0021035c8,0x59743f1812bb85Db83e9e4EE061D124AAa642900,sUSDe/sFRAX,6153.62445939471,6.1536244593947105,0,0.0,6153.62445939471,0.18432779738682992,1.5,1.0,1.5,0.2764916960802449,20%,4000
0x59907f88C360D576Aa38dba84F26578367F96b6C,0x90e6CB5249f5e1572afBF8A96D8A1ca6aCFFd739,rsETH/wETH,5396.842153746653,5.396842153746653,0,0.0,5396.842153746653,0.49569406382849507,1.0,1.3977777260814366,1.3977777260814364,0.6928701213702602,20%,0
0x8ba2D53F34159C5C5e7add60B56C7dE3BBc1DA68,0xd0EC47c54cA5e20aaAe4616c25C825c7f48D4069,rETH/wETH BPT,4996.276352465883,4.996276352465883,0,0.0,4996.276352465883,0.6414437376733596,1.0,1.0,1.0,0.6414437376733596,20%,0
0x7C4A6B0c16cA99e65822Cc531403cE2f8A20A912,0xB61371Ab661B1ACec81C699854D2f911070C059E,ezETH/wstETH,4747.327689749551,4.747327689749551,0,0.0,4747.327689749551,0.3114702067080572,1.5,1.4567926884232087,1.9567926884232087,0.6094826231479918,20%,0
