pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,0.2561,1731.6174,12289.3232,6617.3279,18974.6882,12912.3253,6062.3629,68.0371,0,1741900602
0xa8cbbffe0d62797afaf7af0a23810bd5ba39a4dd000200000000000000000f04,polygon,ECLP-GYD-AUSDT,1.0134,6.2314,44.2241,23.8130,0.0000,0.0000,0.0000,-68.0370,0,1741879441
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,0.2583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,0,1741689738
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,2245.6275,24078.9744,15964.4290,8596.2310,24923.6247,18194.3508,6729.2739,362.9647,0,1741864475
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,2241.0491,19557.6657,12966.7884,6982.1168,20243.7160,0.0000,20243.7160,294.8108,0,1741831271
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,2209.1372,8231.8798,5457.7599,2938.7938,8520.6405,7032.0768,1488.5637,124.0867,0,1741870211
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,26.9392,5842.3163,3873.4724,2085.7159,6047.2550,5348.9315,698.3235,88.0666,0,1741722179
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,1.0127,5697.2761,3777.3104,2033.9363,5897.1270,5246.7690,650.3580,85.8803,0,1741937723
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,2224.3392,5245.7134,3477.9230,1872.7278,5429.7243,4928.7002,501.0241,79.0735,0,1741743935
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.4914,4030.3835,2672.1558,1438.8531,4171.7626,4072.6540,99.1086,60.7537,0,1741691963
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,2210.2794,3328.0447,2206.5032,1188.1171,3444.7870,3444.7870,0.0000,50.1667,0,1741930283
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,1.0856,2662.7551,1765.4143,950.6077,2756.1601,2756.1601,0.0000,40.1382,0,1741894979
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,27.0538,1669.6887,1107.0084,596.0814,1728.2586,1728.2586,0.0000,25.1688,0,1741742423
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,1.0155,1437.3386,952.9596,513.1321,1487.7581,1487.7581,0.0000,21.6663,0,1741916447
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,2223.2942,1387.7727,920.0973,495.4370,1436.4534,1436.4534,0.0000,20.9192,0,1741933583
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,2206.4503,1053.1715,698.2557,375.9838,1090.1150,1090.1150,0.0000,15.8754,0,1741514903
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,2202.5196,830.9773,550.9403,296.6602,860.1266,0.0000,860.1266,12.5261,0,1741656683
0x1d13531bf6344c102280ce4c458781fbf14dad140000000000000000000006df,mainnet,tETH/wstETH,2578.3757,630.1793,417.8107,224.9750,652.2850,0.0000,652.2850,9.4993,0,1741731779
0xda17f3663c5d04c0b316cfa1a04aa53ebbc8c12c0000000000000000000006e7,mainnet,eBTC/wBTC,85528.4057,375.6634,249.0659,134.1124,0.0000,0.0000,0.0000,-383.1783,0,1741687259
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,80RDNT-20wETH,0.2193,296.4905,196.5741,105.8476,0.0000,0.0000,0.0000,-302.4216,0,1741904831
