chain,bribe_market,token_address,gauge_address,amount,amount_mantissa
base,paladin,0x6Bb7a212910682DCFdbd5BCBb3e28FB4E8da10Ee,0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,84.190521760976002839,84190521760976002839
base,paladin,0x6Bb7a212910682DCFdbd5BCBb3e28FB4E8da10Ee,0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,163.795132627031287257,163795132627031287257
base,paladin,0x6Bb7a212910682DCFdbd5BCBb3e28FB4E8da10Ee,0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,82.539727216643140037,82539727216643140037
base,paladin,0x6Bb7a212910682DCFdbd5BCBb3e28FB4E8da10Ee,0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,232.605929568267824993,232605929568267824993
base,paladin,0x6Bb7a212910682DCFdbd5BCBb3e28FB4E8da10Ee,0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,228.045028988497867641,228045028988497867641
base,paladin,0x6Bb7a212910682DCFdbd5BCBb3e28FB4E8da10Ee,0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,167.071035279571913002,167071035279571913002
