chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
gnosis,10503.9022,37.6625,10466.2398,1831.5920,8634.6478,0.0000,17.50,82.50,0.00
arbitrum,3293.8251,1132.1958,2161.6293,378.2851,1783.3442,0.0000,17.50,82.50,0.00
polygon,24501.4979,0,24501.4979,4287.7621,20213.7357,0.0000,17.50,82.50,0.00
base,517.7354,455.2228,62.5125,10.9397,51.5728,0.0000,17.50,82.50,0.00
optimism,205.7055,0.0000,205.7055,17.9992,84.8535,102.8528,17.50,82.50,50.00
mainnet,23411.5924,4140.0172,944.4578,165.2801,779.1777,0.0000,17.50,82.50,0.00
