chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
arbitrum,6010.3232,4699.4314,1058.2282,185.1899,873.0383,0.0000,17.50,82.50,0.00
base,4920.2031,1935.7134,2541.8088,444.8165,2096.9923,0.0000,17.50,82.50,0.00
plasma,607.4933,0,607.4933,106.3113,501.1820,0.0000,17.50,82.50,0.00
avalanche,303.7067,0,303.7067,53.1487,250.5580,0.0000,17.50,82.50,0.00
gnosis,746.6771,365.1189,381.5582,66.7727,314.7855,0.0000,17.50,82.50,0.00
optimism,439.4201,185.3081,68.8039,6.0203,28.3816,34.4020,17.50,82.50,50.00
mainnet,14673.4244,9367.9954,4646.4343,813.1260,3833.3083,0.0000,17.50,82.50,0.00
