pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,fees_to_beets,total_incentives,redirected_incentives,last_join_exit,is_alliance,is_partner
0x870c0af8a1af0b58b4b0bd31ce4fe72864ae45be,optimism,Balancer rETH-Aave wETH,0.0000,185.3081,118.5972,38.9147,27.7962,0.0000,-129.7157,0,False,False
0x85b2b559bc2d21104c4defdd6efca8a20343361d,mainnet,Aave GHO/USDT/USDC,0.0000,4510.5645,563.8206,789.3488,0.0000,3682.1480,524.7528,0,False,False
0x9ed5175aecb6653c1bdaa19793c16fd74fbeeb37,mainnet,Surge tETH-Lido wstETH,0.0000,2513.5847,314.1981,439.8773,0.0000,2051.9362,292.4269,0,False,False
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Surge Fluid wstETH-wETH,0.0000,1008.7880,126.0985,176.5379,0.0000,646.9747,117.3610,0,True,True
0xe2332649955c7c98389480ab46dd4cb6755ac703,mainnet,75SDEX25AaveLidoETH,0.0000,395.0910,49.3864,69.1409,0.0000,0.0000,-276.5637,0,False,False
0x1ea5870f7c037930ce1d5d8d9317c670e89e13e3,mainnet,rETH-waEthWETH,0.0000,384.8778,48.1097,67.3536,0.0000,0.0000,-269.4145,0,False,False
0xdaba3d8ccf79ef289a7e2dbce51871b39ea445a2,mainnet,80TREE-20AavePrimeWETH,0.0000,210.3643,26.2955,36.8137,0.0000,0.0000,-147.2550,0,False,False
0x57c23c58b1d8c3292c15becf07c62c5c52457a42,mainnet,osETH-waWETH,0.0000,163.8124,20.4765,28.6672,0.0000,0.0000,-114.6687,0,False,False
0xc4ce391d82d164c166df9c8336ddf84206b2f812,mainnet,Aave Lido wETH-wstETH,0.0000,105.4761,13.1845,18.4583,0.0000,0.0000,-73.8333,0,False,False
0x6c5972311191097d002e804a9bf97c96c54059ed,mainnet,Surge USDf-aGHO,0.0000,39.5752,4.9469,6.9257,0.0000,0.0000,-27.7026,0,False,False
0x114907c2a07978c38ebb9f9f6a5261a846b79521,mainnet,aUSDC-USP,0.0000,35.8614,4.4827,6.2757,0.0000,0.0000,-25.1030,0,False,False
0x6e6bb18449fcf15b79efa2cfa70acf7593088029,gnosis,waWstETH-waWETH,0.0000,355.7191,249.8927,105.8264,0.0000,0.0000,-249.0034,0,False,False
0x272d6be442e30d7c87390edeb9b96f1e84cecd8d,gnosis,50waWstETH-50waGNO,0.0000,9.3998,6.6034,2.7965,0.0000,0.0000,-6.5799,0,False,False
0x7ab124ec4029316c2a42f713828ddf2a192b36db,base,Aave USDC-Aave GHO,0.0000,1652.8570,206.6071,289.2500,0.0000,1354.9994,197.9995,0,False,False
0xb7b8b3afc010169779c5c2385ec0eb0477fe3347,base,Balancer rETH-Aave wETH,0.0000,133.2993,16.6624,23.3274,0.0000,0.0000,-93.3095,0,False,False
0x9ab907fb3e098103ca048ad26e501bf7b3dfa3eb,base,Surge Aave EURC-GHO,0.0000,121.7097,15.2137,21.2992,0.0000,0.0000,-85.1968,0,False,False
0xb5bfb5adb736ea852bd58fec71db3b356c2a3938,base,Aave wstETH-ezETH,0.0000,14.3594,1.7949,2.5129,0.0000,0.0000,-10.0516,0,False,False
0x5b14ce8de84448e9a6f6af652af318472aa4fcaf,base,Aave GHO-USR,0.0000,13.4881,1.6860,2.3604,0.0000,0.0000,-9.4417,0,False,False
0xa978cc348a0b5de8bd564a1d8fe437787fd12664,arbitrum,EURe-Aave USDC,0.0000,3224.2225,403.0278,564.2389,0.0000,2450.1459,193.1901,0,False,False
0x19b001e6bc2d89154c18e2216eec5c8c6047b6d8,arbitrum,Aave GHO/USDT/USDC,0.0000,1104.6662,138.0833,193.3166,0.0000,839.4561,66.1898,0,False,False
0x5418a64e0cdb20548acb394f5d00a089baf02161,arbitrum,Balancer rETH-Aave wETH,0.0000,252.6635,31.5829,44.2161,0.0000,0.0000,-176.8645,0,False,False
0xc072880e1bc0bcddc99db882c7f3e7a839281cf4,arbitrum,Aave wstETH-wETH,0.0000,69.9414,8.7427,12.2397,0.0000,0.0000,-48.9590,0,False,False
0x9c5f17d96ca66748b459788148b7357220f2d100,arbitrum,Aave wstETH/ezETH,0.0000,38.7321,4.8415,6.7781,0.0000,0.0000,-27.1125,0,False,False
0x10f9e54aeea2fefa124238087dcfd919ba32f14d,arbitrum,Surge eBTC-Aave WBTC,0.0000,9.2057,1.1507,1.6110,0.0000,0.0000,-6.4440,0,False,False
