pool_id,chain,partner,earned_fees,amount,target,pool_type
0xb4161aea25bd6c5c8590ad50deb4ca752532f05d,base,QuantAMM,309.3815612037013384698668093,154.6907806018506692349334046,0xd785201fd2D9be7602F6682296Bb415530C027Ef,non-core
0x6b61d8680c4f9e560c8306807908553f95c749c5,mainnet,QuantAMM,274.1167772855095570191045973,137.0583886427547785095522986,0xd785201fd2D9be7602F6682296Bb415530C027Ef,non-core
