label,gauge_address,weight
sUSDe/USDC,0x6a8b6f0177e273600c6bae84da3a9a3c8b29d778,0.08
pufETH/wstETH,0x0b9ea598757c7d03fb1937cc16bdd2c9d416ff80,0.12
aUSDC/USDC,0x75ba7f8733c154302cbe2e19fe3ec417e0679833,0.025
aUSDT/USDT,0xf937bf168b33d8d10d555e9a039ec1b8e4c543d1,0.025
