target,platform,amount
0x9b237fA1958E3022464343137738926d38815801,balancer,4167.0042
0x9b237fA1958E3022464343137738926d38815801,aura,9894.9347
0x9172ad6A79cd6a25F60b1312262ec51219e05f6d,balancer,674.3169
0x9172ad6A79cd6a25F60b1312262ec51219e05f6d,aura,0.0000
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,balancer,2386.3822
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,aura,4877.4076
0x40B04058fF35fD3164E6cc66C4E6398c1E5E68c8,balancer,828.6767
0x40B04058fF35fD3164E6cc66C4E6398c1E5E68c8,aura,1693.6910
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,balancer,598.3945
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,aura,1223.0287
0x5C36197A631649441649028110fa503a3be00162,balancer,3408.7200
0x5C36197A631649441649028110fa503a3be00162,aura,6966.9127
0x5bBaeD1fADC08C5fb3e4ae3C8848777E2dA77103,balancer,1516.4580
0x5bBaeD1fADC08C5fb3e4ae3C8848777E2dA77103,aura,3357.8630
0x04202B147Eae6f5F50CBf72d0b8e9459C57B15e6,balancer,402.2274
0x04202B147Eae6f5F50CBf72d0b8e9459C57B15e6,aura,1080.5427
0x1f3A4C8115629C33A28bF2F97F22D31d256317F6,balancer,475.1463
0x1f3A4C8115629C33A28bF2F97F22D31d256317F6,aura,1229.5780
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,balancer,758.7158
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,aura,0.0000
0x6C0a4550C575C917435F228D36939125A437a98b,balancer,1119.4866
0x6C0a4550C575C917435F228D36939125A437a98b,aura,2546.5130
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,balancer,7740.8588
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,aura,16079.6053
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,balancer,2209.4076
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,aura,4774.1482
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,25192.02767248963220959360765
